,Hate_IDs,Counter_IDs,hate_users,creation_date
469,932169560010113024,932259243247525888,@ginjapaige,2017-11-19 08:51:56
470,932169560010113024,932256927672922112,@ginjapaige,2017-11-19 08:51:56
471,925807490155077632,925824848013733888,-,-
472,925807490155077632,925820671602675712,-,-
473,925807490155077632,925807675379724288,-,-
474,866850289894248448,867111762721636352,-,-
475,1006326831031750656,1006452509035003904,-,-
476,1006326831031750656,1006329426718666752,-,-
477,1006326831031750656,1006336243658092544,-,-
478,1006326831031750656,1006335810185187328,-,-
479,553973412247240704,553976163714871296,-,-
480,1006326831031750656,1006329993910157312,-,-
481,930581680670347264,930582341185089536,-,-
482,930581680670347264,930609449793974272,-,-
483,930581680670347264,930583317602357248,-,-
484,930581680670347264,930712781787103232,-,-
485,930581680670347264,930689604595961856,-,-
486,985125013216022528,985296923094540288,@yusefrbx,2018-04-14 11:58:00
487,930581680670347264,930595938044751872,-,-
488,930581680670347264,930583677024768000,-,-
489,714297770262159360,714300822989840384,@tyleroakley,2016-03-28 03:47:14
490,714297770262159360,714316220611166208,@tyleroakley,2016-03-28 03:47:14
491,714297770262159360,714490890077601792,@tyleroakley,2016-03-28 03:47:14
492,714297770262159360,714441200875479040,@tyleroakley,2016-03-28 03:47:14
493,1012847509214031872,1012852792204103680,-,-
494,1012847509214031872,1013373042590912512,-,-
495,831682882158555136,831687669105168384,-,-
496,1012847509214031872,1013028128355115008,-,-
497,1012847509214031872,1012996355952926720,-,-
498,1012847509214031872,1012956151816781824,-,-
499,768930274214342656,768932522638082048,@JadeStamate,2016-08-25 21:57:18
500,985125013216022528,985243512651345920,@yusefrbx,2018-04-14 11:58:00
501,768930274214342656,769020352727019520,@JadeStamate,2016-08-25 21:57:18
502,768930274214342656,768952083919826944,@JadeStamate,2016-08-25 21:57:18
503,768930274214342656,768935847500607488,@JadeStamate,2016-08-25 21:57:18
504,768930274214342656,768932416060817408,@JadeStamate,2016-08-25 21:57:18
505,768930274214342656,768931992591368192,@JadeStamate,2016-08-25 21:57:18
506,768930274214342656,768930592549371904,@JadeStamate,2016-08-25 21:57:18
507,510965133007663104,510965446976098304,-,-
508,810725587476160512,810793220762439680,@Cynner___,2016-12-19 05:56:57
509,810725587476160512,811270646407852032,@Cynner___,2016-12-19 05:56:57
510,810725587476160512,810958566249074688,@Cynner___,2016-12-19 05:56:57
511,810725587476160512,810800059948421120,@Cynner___,2016-12-19 05:56:57
512,511678527163215872,512785586780790784,@shinji_1997,2014-09-16 00:50:42
513,810725587476160512,810751306390441984,@Cynner___,2016-12-19 05:56:57
514,769918341171515392,770019569733931008,@ImSoff_,2016-08-28 15:23:31
515,511678527163215872,511684617154617344,@shinji_1997,2014-09-16 00:50:42
516,937673136681693184,937875855715569664,-,-
517,937673136681693184,937688682408173568,-,-
518,866850289894248448,867169360506478592,-,-
519,795421341864181760,795823086117457920,@MaFeGleekTW,2016-11-07 00:23:20
520,1005168798457126912,1005341896460455936,-,-
521,854341986412879872,856000854851280896,-,-
522,854341986412879872,856534784721420288,-,-
523,854341986412879872,855050891828789248,-,-
524,956945798637477888,956989518632177664,@HamsterMckenzie,2018-01-26 17:43:52
525,939101644838580224,939239032701276160,@emi_da_viNci,2017-12-08 11:57:34
526,939101644838580224,939107091423420416,@emi_da_viNci,2017-12-08 11:57:34
527,939101644838580224,939426317937856512,@emi_da_viNci,2017-12-08 11:57:34
528,939101644838580224,939196303438962688,@emi_da_viNci,2017-12-08 11:57:34
529,939101644838580224,939102540158812160,@emi_da_viNci,2017-12-08 11:57:34
530,939101644838580224,939101847910010880,@emi_da_viNci,2017-12-08 11:57:34
531,1017068479441260544,1017069123614969856,@hollowandmpt,2018-07-11 15:29:56
532,866850289894248448,867198650107166720,-,-
533,1017068479441260544,1017094806223409152,@hollowandmpt,2018-07-11 15:29:56
534,1017068479441260544,1017094094395510784,@hollowandmpt,2018-07-11 15:29:56
535,1017068479441260544,1017069893915693056,@hollowandmpt,2018-07-11 15:29:56
536,1017068479441260544,1017069625639661568,@hollowandmpt,2018-07-11 15:29:56
537,409818652507000832,409820065970655232,-,-
538,409818652507000832,409826172382765056,-,-
539,409818652507000832,409819179449999360,-,-
540,495478026801397760,495482009742217216,@politiho_,2014-08-02 07:55:41
541,495478026801397760,495998810984689664,@politiho_,2014-08-02 07:55:41
542,495478026801397760,495937232977788928,@politiho_,2014-08-02 07:55:41
543,495478026801397760,496093084045041664,@politiho_,2014-08-02 07:55:41
544,495478026801397760,495972166660550656,@politiho_,2014-08-02 07:55:41
545,495478026801397760,495937792875429888,@politiho_,2014-08-02 07:55:41
546,908768368450265088,908769153619824640,@cherryxviii,2017-09-15 19:03:57
547,495478026801397760,495937705457750016,@politiho_,2014-08-02 07:55:41
548,495478026801397760,495937538444775424,@politiho_,2014-08-02 07:55:41
549,913243106287353856,913245382280433664,-,-
550,913243106287353856,913262815875620864,-,-
551,689041156253052928,689239385213128704,@Besso0_,2016-01-18 11:06:28
552,689041156253052928,689093705626685440,@Besso0_,2016-01-18 11:06:28
553,593451791355809792,593452130129686528,@ruffledviolets,2015-04-29 16:28:27
554,980581042162565120,980607164447371264,-,-
555,553973412247240704,554028316479324160,-,-
556,950325480238043136,950640596661821440,@Thuto__m,2018-01-08 11:17:05
557,950325480238043136,950358042918445056,@Thuto__m,2018-01-08 11:17:05
558,950325480238043136,950325929905213440,@Thuto__m,2018-01-08 11:17:05
559,1019413472059092992,1019440109198901248,@Nettifer17,2018-07-18 02:48:06
560,1019413472059092992,1019413661482250240,@Nettifer17,2018-07-18 02:48:06
561,866850289894248448,867196162562027520,-,-
562,762196969104211968,762204710346432512,-,-
563,937135986546434048,937148323231883264,@botwzelink,2017-12-03 01:46:44
564,937135986546434048,937337145169268736,@botwzelink,2017-12-03 01:46:44
565,937135986546434048,937248104717410304,@botwzelink,2017-12-03 01:46:44
566,287932981962764288,287946441098424320,@LaurenSocha,2013-01-06 14:45:47
567,566677934765645824,660670514390679552,@r9k_txt,2015-02-14 19:18:42
568,287932981962764288,287939598208864256,@LaurenSocha,2013-01-06 14:45:47
569,991534240998158336,991845761859047424,@notorioustapir,2018-05-02 04:25:59
570,991534240998158336,991623786003709952,@notorioustapir,2018-05-02 04:25:59
571,948508171886149632,948510642201419776,@ijahangirimam,2018-01-03 10:55:45
572,343329448512335872,343393083859283968,@PandaJism,2013-06-08 11:31:33
573,866850289894248448,867134816537522176,-,-
574,287628699724038144,287630939448819712,@vnllmds,2013-01-05 18:36:40
575,952680142345826304,952799779704029184,@HussnR,2018-01-14 23:13:40
576,952680142345826304,952802011547828224,@HussnR,2018-01-14 23:13:40
577,952680142345826304,952813888264810496,@HussnR,2018-01-14 23:13:40
578,843567559731560448,843581634423209984,-,-
579,952680142345826304,953285016699789312,@HussnR,2018-01-14 23:13:40
580,952680142345826304,952875526691069952,@HussnR,2018-01-14 23:13:40
581,866991153631121408,866995311452995584,-,-
582,952742123111149568,952799179302146048,-,-
583,952742123111149568,952797394780946432,-,-
584,952742123111149568,952757591125430272,-,-
585,952742123111149568,952743312133410816,-,-
586,963424252606152704,963465812605657088,-,-
587,963424252606152704,963771334399594496,-,-
588,963424252606152704,963449562030575616,-,-
589,820887208928215040,820898318351888384,@ChrisAlldredge,2017-01-16 06:55:36
590,866850289894248448,867156664016936960,-,-
591,603049245940187136,603053051893579776,-,-
592,603049245940187136,603059836901666816,-,-
593,603049245940187136,603049522743377920,-,-
594,866850289894248448,867182300114681856,-,-
595,603049245940187136,604877027758510080,-,-
596,929200249477967872,929201835231121408,-,-
597,929200249477967872,929216738008342528,-,-
598,929200249477967872,929208342584741888,-,-
599,929200249477967872,929230963078516736,-,-
600,929200249477967872,929212419762569216,-,-
601,412158442669760512,412159136990629888,@WorshipRene,2013-12-15 09:53:24
602,412158442669760512,412170169977274368,@WorshipRene,2013-12-15 09:53:24
603,412158442669760512,412605417165160448,@WorshipRene,2013-12-15 09:53:24
604,412158442669760512,412169857275150336,@WorshipRene,2013-12-15 09:53:24
605,327546920375570432,327557103319388160,@LElGHH,2013-04-25 22:17:26
606,327546920375570432,327556797059719168,@LElGHH,2013-04-25 22:17:26
607,896039759864365056,896040878174859264,@ModPma,2017-08-11 16:05:01
608,327546920375570432,327547592135307264,@LElGHH,2013-04-25 22:17:26
609,638420213348835328,638473370607165440,-,-
610,638420213348835328,638478047902105600,-,-
611,864206425559625728,864411708575666176,@Mtamerri,2017-05-15 19:50:42
612,980383409158713344,980390945811320832,@neo_sukude,2018-04-01 09:56:34
613,903758136359649280,903760569685200896,@RESlGN,2017-09-01 23:15:05
614,931153797484892160,931160617431523328,@yourmainwaifu1,2017-11-16 13:35:39
615,931153797484892160,931154094995238912,@yourmainwaifu1,2017-11-16 13:35:39
616,907327013677133824,907327776352608256,-,-
617,632496878513442816,632503720350220288,@ChantelSophiaxo,2015-08-15 10:19:41
618,632496878513442816,632506988803555328,@ChantelSophiaxo,2015-08-15 10:19:41
619,632496878513442816,632497799498698752,@ChantelSophiaxo,2015-08-15 10:19:41
620,632496878513442816,632497455897182208,@ChantelSophiaxo,2015-08-15 10:19:41
621,964045426235080704,964046019242598400,@hannasmailyy,2018-02-15 07:55:15
622,964045426235080704,964167680927219712,@hannasmailyy,2018-02-15 07:55:15
623,964045426235080704,964112377741393920,@hannasmailyy,2018-02-15 07:55:15
624,964045426235080704,964162152574537728,@hannasmailyy,2018-02-15 07:55:15
625,934418385659670528,934447674098683904,-,-
626,1018260375790407680,1018994564596682752,-,-
627,488607654760042496,488609510991224832,-,-
628,866918272385601536,866922773158875136,@jayyonce_xo,2017-05-23 07:26:37
629,866918272385601536,866923211807641600,@jayyonce_xo,2017-05-23 07:26:37
630,355044690699104256,355049161516793856,@chester_cheeto,2013-07-10 19:23:45
631,922436576709197824,922472176896184320,-,-
632,949304380775387136,949381793081413632,@_ohitsSarah,2018-01-05 15:39:36
633,866918272385601536,866942026075570176,@jayyonce_xo,2017-05-23 07:26:37
634,979595328453206016,979760972305924096,@churchillhoward,2018-03-30 05:45:00
635,866918272385601536,866957916959629312,@jayyonce_xo,2017-05-23 07:26:37
636,896039759864365056,896041043308752896,@ModPma,2017-08-11 16:05:01
637,857819712977121280,857829719697481728,@mtabel_1,2017-04-28 04:52:11
638,949304380775387136,949308509623083008,@_ohitsSarah,2018-01-05 15:39:36
639,866850289894248448,867453724045832192,-,-
640,866918272385601536,866960318940971008,@jayyonce_xo,2017-05-23 07:26:37
641,871739288630820864,871740830939308032,-,-
642,866918272385601536,866963630843203584,@jayyonce_xo,2017-05-23 07:26:37
643,866918272385601536,866965558100492288,@jayyonce_xo,2017-05-23 07:26:37
644,871739288630820864,871739982771347456,-,-
645,928593022987759616,928656755273461760,-,-
646,928593022987759616,928649158659133440,-,-
647,928593022987759616,928635027990237184,-,-
648,928593022987759616,928725572414574592,-,-
649,560791939889385472,560792296199688192,@SolonJustine,2015-01-29 13:29:52
650,866918272385601536,867161244083662848,@jayyonce_xo,2017-05-23 07:26:37
651,979872076071886848,980754917320216576,-,-
652,866850289894248448,867107938300829696,-,-
653,896039759864365056,896042665439105024,@ModPma,2017-08-11 16:05:01
654,547611768332091392,547710717844275200,@AbhiNationalist,2014-12-24 04:36:34
655,871739288630820864,871744806308921344,-,-
656,871200346382647296,871200986664185856,@springbok7,2017-06-04 03:02:03
657,866850289894248448,867105375648088064,-,-
658,832598766901399552,832600793207431168,-,-
659,866918272385601536,866919493548859392,@jayyonce_xo,2017-05-23 07:26:37
660,976274221818109952,977573867236544512,-,-
661,957141981439836160,957355216302637056,@ebiparham,2018-01-27 06:43:25
662,957141981439836160,957360838284857344,@ebiparham,2018-01-27 06:43:25
663,957141981439836160,957360446469820416,@ebiparham,2018-01-27 06:43:25
664,819428592778178560,819712827179073536,-,-
665,866850289894248448,867195777927565312,-,-
666,819428592778178560,819579707024961536,-,-
667,976274221818109952,977953485697306624,-,-
668,945251788126674944,945886362514927616,-,-
669,979903297346678784,979904102309142528,@PATAPATANSFW,2018-03-31 02:08:46
670,979903297346678784,979932011157774336,@PATAPATANSFW,2018-03-31 02:08:46
671,752407381859074048,752408115862081536,@griffint15,2016-07-11 07:41:13
672,752407381859074048,752408231037636608,@griffint15,2016-07-11 07:41:13
673,866850289894248448,867082211056549888,-,-
674,993192249440681984,993229359216517120,-,-
675,552552627419226112,556583665426509824,@5SOS_UPDATES_NL,2015-01-06 19:49:46
676,993192249440681984,993308633634091008,-,-
677,547611768332091392,547711284532477952,@AbhiNationalist,2014-12-24 04:36:34
678,547353037140791296,547359253137076224,@NoufyZadjalia,2014-12-23 11:28:28
679,547611768332091392,547710056914255872,@AbhiNationalist,2014-12-24 04:36:34
680,984434320596226048,984438837974917120,-,-
681,866991153631121408,866992290870550528,-,-
682,871159962105372672,871182761121509376,@DiagonalDoug,2017-06-04 00:21:34
683,978410096400121856,978719771016466432,@raccten,2018-03-26 23:15:19
684,552892650194759680,552934707047186432,@Zonnique,2015-01-07 18:20:54
685,547611768332091392,547710096562999296,@AbhiNationalist,2014-12-24 04:36:34
686,355537360030674944,355539848607711232,@8bitpimp,2013-07-12 04:01:26
687,309883582313267200,313183416986247168,-,-
688,412958378437382144,412973467764797440,@RazanWehbi,2013-12-17 14:52:04
689,309883582313267200,313182000460738560,-,-
690,306897029676797952,306900298121768960,-,-
691,866850289894248448,867129527536955392,-,-
692,365623302187790336,365625345321353216,@izhariezlamo,2013-08-08 23:59:22
693,398946968741085184,398947182164054016,@ryanbonnerr,2013-11-08 22:55:44
694,415345759895052288,415346189811200000,@Tadeh_e,2013-12-24 04:58:40
695,335249845889683456,335250202812354560,@taellae89,2013-05-17 04:26:06
696,309883582313267200,313181870143717376,-,-
697,866850289894248448,867146647524061184,-,-
698,272860681441800192,272861845860253696,-,-
699,470187639988289536,470189366263181312,@vintagejay__,2014-05-24 13:00:43
700,957274000446562304,957288971419099136,@birbsupremacist,2018-01-27 15:28:01
701,957274000446562304,957295397386571776,@birbsupremacist,2018-01-27 15:28:01
702,787375213281419264,787375443024281600,@nicocchin,2016-10-15 19:30:54
703,866991153631121408,866991584235094016,-,-
704,964082867226726400,964083307792056320,-,-
705,976274221818109952,977907171395432448,-,-
706,847152995079012352,847643500187275264,-,-
707,373810416205320192,373815796876599296,@graffiti124cp,2013-08-31 14:12:02
708,866850289894248448,867110717199179776,-,-
709,230252856731660288,230657636088020992,-,-
710,229955384297787392,230021551859302400,@kasyun,2012-07-30 15:03:30
711,976274221818109952,978996888581099520,-,-
712,565576941760446464,565577554934108160,-,-
713,356239081786703872,356239992613388288,-,-
714,813501297131450368,813501425770590208,-,-
715,866850289894248448,867203381311549440,-,-
716,866850289894248448,867161047089676288,-,-
717,866850289894248448,867146667111235584,-,-
718,934418385659670528,934432877932146688,-,-
719,866850289894248448,867331832211177472,-,-
720,555376725509804032,555392322306080768,@aleslut,2015-01-14 14:51:44
721,976274221818109952,978858612914257920,-,-
722,871816370949943296,871817774456295424,-,-
723,843360859640549376,843998709268594688,-,-
724,976274221818109952,978892054913839104,-,-
725,229961239583932416,229961755059699712,@fueledbywatson,2012-07-30 15:26:46
726,964082867226726400,964085273326997504,-,-
727,230252856731660288,324248045640380416,-,-
728,866850289894248448,867201781729607680,-,-
729,229955384297787392,229961954511425536,@kasyun,2012-07-30 15:03:30
730,866850289894248448,867080794644201472,-,-
731,843567559731560448,843581444756815872,-,-
732,957141981439836160,957618311847489536,@ebiparham,2018-01-27 06:43:25
733,976274221818109952,979139070180904960,-,-
734,976274221818109952,979007035735003136,-,-
735,866850289894248448,867171582359351296,-,-
736,866918272385601536,867279993780527104,@jayyonce_xo,2017-05-23 07:26:37
737,866850289894248448,867128663141040128,-,-
738,866850289894248448,867083054623346688,-,-
739,351086309378490368,351091316370849792,-,-
740,306897029676797952,306900511788003328,-,-
741,230252856731660288,230332442232385536,-,-
742,329069163555467264,329069723104968704,@Jhoop0154,2013-04-30 03:06:17
743,866850289894248448,867181931494072320,-,-
744,229955384297787392,230012123080708096,@kasyun,2012-07-30 15:03:30
745,866850289894248448,867187838445527040,-,-
746,659364770387206144,659365291357421568,@ahnaokarla,2015-10-28 13:43:06
747,866918272385601536,866920793585987584,@jayyonce_xo,2017-05-23 07:26:37
748,866918272385601536,866960204117803008,@jayyonce_xo,2017-05-23 07:26:37
749,945251788126674944,945257848124125184,-,-
750,998961296690368512,998997882245132288,-,-
751,945251788126674944,945629181039099904,-,-
752,601305290584133632,601360968736575488,-,-
753,866850289894248448,867186132219514880,-,-
754,711539576918163456,711540039629537280,@blackhual406,2016-03-20 13:07:09
755,711539576918163456,711539864064409600,@blackhual406,2016-03-20 13:07:09
756,945251788126674944,946995116530683904,-,-
757,433616377350717440,457531064677044224,@LordOfDaWingz,2014-02-12 14:59:35
758,866850289894248448,867461048407924736,-,-
759,230252856731660288,230254134916431872,-,-
760,979017665925779456,979059765182648320,-,-
761,951724230659526656,951928082075660288,-,-
762,428917175781310464,429002703021551616,-,-
763,446022626725888000,446023345490771968,-,-
764,446022626725888000,446023170345009152,-,-
765,979872076071886848,980320284430520320,-,-
766,777034825324716032,777648507524157440,@NaziNazikkk,2016-09-17 06:41:53
767,401082525952770048,401082636489482240,@chiefcaden,2013-11-14 20:21:40
768,337244453284745216,337248228447748096,@georgehorsley,2013-05-22 16:31:58
769,357873104556523520,357873487613927424,@mike__jk,2013-07-18 14:42:51
770,976274221818109952,976691542441234432,-,-
771,954856836406173696,954858644797054976,-,-
772,866850289894248448,867083847762153472,-,-
773,866850289894248448,867241545497542656,-,-
774,705680700519763968,705680825342234624,@jessfk,2016-03-04 09:06:04
775,945251788126674944,945420531087691776,-,-
776,954856836406173696,954928477001560064,-,-
777,945251788126674944,945418196235976704,-,-
778,765377573379461120,765399180508397568,-,-
779,756888995733377024,756904262349783040,-,-
780,932687879502991360,932697261225791488,@melaninboi,2017-11-20 19:11:33
781,976274221818109952,977966759885115392,-,-
782,866850289894248448,867078555263434752,-,-
783,959685036311064576,960335012603232256,@gregorysaIcido,2018-02-03 07:08:37
784,945251788126674944,960193242452017152,-,-
785,487249478832103424,488298541295878144,@bigdorts,2014-07-10 14:58:23
786,922500266087403520,922500371007852544,-,-
787,873915855352078336,943690281110724608,@elveeeyeeye,2017-06-11 14:52:31
788,866850289894248448,867425118296961024,-,-
789,799859759570485248,799859835541913600,@TransToester,2016-11-19 06:20:02
790,976274221818109952,978967380649967616,-,-
791,976274221818109952,978856689930833920,-,-
792,487249478832103424,488298361314111488,@bigdorts,2014-07-10 14:58:23
793,354323026059341824,354368149010923520,@plasticdabieber,2013-07-08 19:36:07
794,959685036311064576,963869911473885184,@gregorysaIcido,2018-02-03 07:08:37
795,874856854953893888,874858254404378624,-,-
796,866850289894248448,867100364092436480,-,-
797,959685036311064576,964330149125738496,@gregorysaIcido,2018-02-03 07:08:37
798,356295394663219200,356296025130024960,-,-
799,519243843980763136,519257883603914752,-,-
800,777034825324716032,777203073500319744,@NaziNazikkk,2016-09-17 06:41:53
801,874856854953893888,874857295326441472,-,-
802,819338539104108544,819338689813876736,-,-
803,822088222004146176,833286904430882816,@huzaifarafiq,2017-01-19 14:28:00
804,799920614895185920,799922689938853888,-,-
805,819338539104108544,819344877926260736,-,-
806,323905284181463040,323905957639909376,@TomGrodz,2013-04-15 21:06:52
807,726032475672080384,726032786973294592,@AzzyChill,2016-04-29 12:56:45
808,976274221818109952,978867438891798528,-,-
809,806653206273163264,806702443610271744,-,-
810,819338539104108544,819339181692481536,-,-
811,866850289894248448,867320623034507264,-,-
812,819338539104108544,819338725859672064,-,-
813,930152017816965120,930221488241823744,@Nicolelynnnx,2017-11-13 19:14:57
814,355156674903941120,355157340011499520,@plasticdabieber,2013-07-11 02:48:44
815,976274221818109952,978709357725667328,-,-
816,819338539104108544,819338684654682112,-,-
817,976274221818109952,985097529158090752,-,-
818,819338539104108544,819338579113635840,-,-
819,866850289894248448,867089387871494144,-,-
820,847492539389104128,847565938144817152,@Johndubeau1,2017-03-30 16:55:41
821,819338539104108544,819338725276745728,-,-
822,819338539104108544,819338612835749888,-,-
823,522426597828493312,522431907792183296,-,-
824,866991153631121408,866993058985988096,-,-
825,587132591066710016,587132854137528320,-,-
826,819338539104108544,819338704015781888,-,-
827,976274221818109952,977961398327128064,-,-
828,976274221818109952,978925920646868992,-,-
829,866850289894248448,867118406993985536,-,-
830,976274221818109952,977965413454811136,-,-
831,976274221818109952,978812066688651264,-,-
832,976274221818109952,982028249504022528,-,-
833,976274221818109952,978866102733365248,-,-
834,976274221818109952,978975200996941824,-,-
835,874856854953893888,874857478718148608,-,-
836,230252856731660288,230947464272826368,-,-
837,976274221818109952,978919696417394688,-,-
838,976274221818109952,978855634828488704,-,-
839,866850289894248448,867191211710267392,-,-
840,281764400682135552,281764697324261376,@Valentinancy,2012-12-20 14:14:02
841,396441698424745984,396452528239697920,-,-
842,834331246159331328,844692988789952512,@JerryDavidAdki1,2017-02-22 09:17:24
843,379550956045606912,379551051159859200,-,-
844,346839353047281664,349056989961273344,@Jermeeks777,2013-06-18 03:58:40
845,321059926602559488,321060358905290752,@thefutureis_odd,2013-04-08 00:40:26
846,389236722628055040,389237208341028864,@_carlyfuller,2013-10-13 03:50:41
847,819338539104108544,819339021914689536,-,-
848,866850289894248448,867447586243870720,-,-
849,979017665925779456,979228350760669184,-,-
850,945251788126674944,945573397358137344,-,-
851,976274221818109952,978818208626040832,-,-
852,979017665925779456,979047883315073024,-,-
853,463298429813538816,463307192956096512,@YesYoureRacist,2014-05-05 12:45:27
854,944885828756606976,944908200624705536,-,-
855,819338539104108544,819349315571355648,-,-
856,866850289894248448,869019729796661248,-,-
857,866850289894248448,867145888577310720,-,-
858,989693251496984576,989953814684893184,-,-
859,296548592045412352,296549365181456384,@KaroloPeroni,2013-01-30 09:21:08
860,294726767623671808,294731311422267392,-,-
861,591383448117452800,591390823192911872,-,-
862,294726767623671808,294727135002783744,-,-
863,294726767623671808,294729364900290560,-,-
864,406542149388627968,406543081123901440,@KieraanRae,2013-11-29 21:56:16
865,997256619925753856,997256870594150400,@danirojas1707_2,2018-05-17 23:24:40
866,826440167909109760,826450692827148288,-,-
867,866850289894248448,867083534581846016,-,-
868,976274221818109952,978821363367477248,-,-
869,487249478832103424,487375231032782848,@bigdorts,2014-07-10 14:58:23
870,339849933773484032,339852138266103808,@09robinsonc,2013-05-29 21:05:12
871,874856854953893888,875128015109455872,-,-
872,945251788126674944,946079605479403520,-,-
873,796355391068246016,798175044128149504,@bpsrania,2016-11-09 14:14:55
874,762467805564243968,762472639407370240,-,-
875,912288412870303744,912296188673540096,@kaream74,2017-09-25 12:11:21
876,949304380775387136,949569474163888128,@_ohitsSarah,2018-01-05 15:39:36
877,866850289894248448,867094184125243392,-,-
878,892957502802993152,892957750245851136,@killyourselfkay,2017-08-03 03:57:13
879,797099774856089600,797113892807778304,@instagrommm,2016-11-11 15:32:50
880,945251788126674944,945671485817016320,-,-
881,855501328927346688,855580060593651712,@dxsviado,2017-04-21 19:19:45
882,866850289894248448,867137145831538688,-,-
883,491443291607801856,491443579009511424,-,-
884,442315271983083520,442315338236329984,@HeyImDestinyy_,2014-03-08 15:05:53
885,455761826723409920,455819107645263872,-,-
886,866850289894248448,867153877514244096,-,-
887,460274318283264000,460421071767080960,-,-
888,866850289894248448,867142859987632128,-,-
889,949304380775387136,949345566290599936,@_ohitsSarah,2018-01-05 15:39:36
890,825526210922942464,825579682859012096,-,-
891,964697821734735872,965423381129650176,@Airwolf4Life,2018-02-17 03:07:38
892,928593022987759616,928703633155346432,-,-
893,614540329165955072,616427197985898496,@DougyCline,2015-06-26 21:06:46
894,866850289894248448,867086206793912320,-,-
895,581210966576234496,581211098185121792,@BREVlTY_,2015-03-26 21:47:47
896,819338539104108544,819655462916329472,-,-
897,553773863608143872,553783984413749248,-,-
898,488607654760042496,488669769311080448,-,-
899,559992605602512896,559992818991501312,@bee_bri_briana,2015-01-27 08:33:35
900,510965133007663104,510965523400896512,-,-
901,587132591066710016,587133046874361856,-,-
902,951724230659526656,951777413897379840,-,-
903,866850289894248448,867202644812718080,-,-
904,928593022987759616,928612606386102272,-,-
905,976274221818109952,979152043423215616,-,-
906,976274221818109952,979055787002810368,-,-
907,324622916870348800,324623305246113792,@MooneyStephen,2013-04-17 20:38:29
908,396441698424745984,396450749821247488,-,-
909,976274221818109952,979030962024665088,-,-
910,908768368450265088,908777658904965120,@cherryxviii,2017-09-15 19:03:57
911,825240741173719040,825243016780664832,-,-
912,976274221818109952,979009258397339648,-,-
913,976274221818109952,979055610812649472,-,-
914,262010802582736896,262013080324698112,-,-
915,866850289894248448,867132815414001664,-,-
916,319207184191864832,319209449095053312,-,-
917,363994709577842688,364011300063834112,@widya_puspit,2013-08-04 12:07:56
918,976274221818109952,979178361141583872,-,-
919,866850289894248448,867192296005017600,-,-
920,959685036311064576,963801578468556800,@gregorysaIcido,2018-02-03 07:08:37
921,953197436729671680,961759656833150976,-,-
922,866850289894248448,867181801978175488,-,-
923,777034825324716032,779781084502425600,@NaziNazikkk,2016-09-17 06:41:53
924,614540329165955072,614573586364387328,@DougyCline,2015-06-26 21:06:46
925,976274221818109952,978326580698152960,-,-
926,866850289894248448,867181604296429568,-,-
927,866850289894248448,867186503759384576,-,-
928,959685036311064576,964001366430625792,@gregorysaIcido,2018-02-03 07:08:37
929,961538717910478848,961759441472380928,-,-
930,421645078243729408,421653742774419456,@brandleymatthew,2014-01-10 14:09:55
931,976274221818109952,977926313859149824,-,-
932,976274221818109952,978888467324325888,-,-
933,959685036311064576,963784942135070720,@gregorysaIcido,2018-02-03 07:08:37
934,888517925052841984,888518535391174656,-,-
935,230252856731660288,230289411286384640,-,-
936,866850289894248448,867144166966403072,-,-
937,489657532558761984,489657790168723456,-,-
938,470787870631145472,470788109114699776,@AppleciderPapi,2014-05-26 04:45:49
939,866850289894248448,867536072632401920,-,-
940,659165984574451712,659167279138013184,@spxncxrx,2015-10-28 00:33:12
941,976274221818109952,979031556009345024,-,-
942,976274221818109952,979094734806355968,-,-
943,976274221818109952,979128213896138752,-,-
944,976274221818109952,979151274787487744,-,-
945,976274221818109952,979175076301099008,-,-
946,866850289894248448,867129234229125120,-,-
947,587132591066710016,587132943304237056,-,-
948,549431670232080384,549432436535615488,-,-
949,976274221818109952,979082827085041664,-,-
950,976274221818109952,977544304154603520,-,-
951,914227082091225088,914275185930280960,@KromBear,2017-09-30 20:34:56
952,976274221818109952,977596810360426496,-,-
953,976274221818109952,978822112403181568,-,-
954,976274221818109952,978836873056608256,-,-
955,959685036311064576,976765624436297728,@gregorysaIcido,2018-02-03 07:08:37
956,866850289894248448,867124796919775232,-,-
957,976274221818109952,978844829584109568,-,-
958,976274221818109952,978992122643628032,-,-
959,976274221818109952,979057044912254976,-,-
960,976274221818109952,979080788363931648,-,-
961,976274221818109952,979100544546590720,-,-
962,976274221818109952,979125083758321664,-,-
963,976274221818109952,979222904654254080,-,-
964,615542402145755136,615542505560387584,-,-
965,976274221818109952,979255901143031808,-,-
966,866850289894248448,867080696166309888,-,-
967,976274221818109952,981376638263930880,-,-
968,976274221818109952,979065226568978432,-,-
969,976274221818109952,978284718264410112,-,-
970,976274221818109952,978353987253620736,-,-
971,976274221818109952,978914833390125056,-,-
972,914227082091225088,914467431132876800,@KromBear,2017-09-30 20:34:56
973,976274221818109952,979026911316750336,-,-
974,976274221818109952,978838854282235904,-,-
975,976274221818109952,978045841385508864,-,-
976,976274221818109952,978125301325611008,-,-
977,866850289894248448,867345336389554176,-,-
978,976274221818109952,978937649086971904,-,-
979,976274221818109952,979240775421542400,-,-
980,976274221818109952,979024729557422080,-,-
981,976274221818109952,978284741379149824,-,-
982,976274221818109952,977891451744018432,-,-
983,976274221818109952,979000901435297792,-,-
